pgID	interpChr	interpOrd	og	repGene	genome	chr	start	end	hap1	salicifolius	hap2
23905	A1	17940	7298	NChap1_final_00017940	hap1	A1	270967663	270969054	NChap1_final_00017940	R_salicifolius_00017156	NChap2_final_00004194
23908	A1	17943	7277	NChap1_final_00017943	hap1	A1	271028752	271031669	NChap1_final_00017943	R_salicifolius_00017155	NChap2_final_00004193
23910	A1	17944	7276	NChap1_final_00017944	hap1	A1	271042813	271044928	NChap1_final_00017944	R_salicifolius_00017153	NChap2_final_00004192
23913	A1	17949	7271	NChap1_final_00017949	hap1	A1	271232040	271233554	NChap1_final_00017949	R_salicifolius_00017152	NChap2_final_00004189
23919	A1	17957	7344	NChap1_final_00017957	hap1	A1	271536562	271541164	NChap1_final_00017957	R_salicifolius_00017149	NChap2_final_00004183
23920	A1	17958	7345	NChap1_final_00017958	hap1	A1	271542591	271546363	NChap1_final_00017958	R_salicifolius_00017148	NChap2_final_00004182
23923	A1	17961	7325	NChap1_final_00017961	hap1	A1	271608869	271611323	NChap1_final_00017961	R_salicifolius_00017147	NChap2_final_00004181
23925	A1	17963	7327	NChap1_final_00017963	hap1	A1	271651502	271655363	NChap1_final_00017963	R_salicifolius_00017145	NChap2_final_00004179
23927	A1	17964	7324	NChap1_final_00017964	hap1	A1	271655919	271659231	NChap1_final_00017964	R_salicifolius_00017143	NChap2_final_00004178
23929	A1	17966	7285	NChap1_final_00017966	hap1	A1	271699449	271702189	NChap1_final_00017966	R_salicifolius_00017141	NChap2_final_00004176
23935	A1	17971	7305	NChap1_final_00017971	hap1	A1	271819109	271829956	NChap1_final_00017971	R_salicifolius_00017138	NChap2_final_00004171
23937	A1	17973	7304	NChap1_final_00017973	hap1	A1	271836383	271837311	NChap1_final_00017973	R_salicifolius_00017137	NChap2_final_00004169
23939	A1	17974	7312	NChap1_final_00017974	hap1	A1	271985607	271989891	NChap1_final_00017974	R_salicifolius_00017139	NChap2_final_00004168
23943	A1	17976	7315	NChap1_final_00017976	hap1	A1	272020588	272028669	NChap1_final_00017976	R_salicifolius_00017134	NChap2_final_00004165
23949	A1	17982	7280	NChap1_final_00017982	hap1	A1	272362887	272363547	NChap1_final_00017982	R_salicifolius_00017133	NChap2_final_00004161
23969	A1	17995	17261	NChap1_final_00017995	hap1	A1	272778182	272778914	NChap1_final_00017995	R_salicifolius_00017120	
23974	A1	17999	7333	NChap1_final_00017999	hap1	A1	272813737	272817514	NChap1_final_00017999	R_salicifolius_00017775	NChap2_final_00004151
23985	A1	18004	7388	NChap1_final_00018004	hap1	A1	272934304	272954084	NChap1_final_00018004	R_salicifolius_00017772	NChap2_final_00004143
23988	A1	18007	7446	NChap1_final_00018007	hap1	A1	273045493	273047846	NChap1_final_00018007	R_salicifolius_00017770	NChap2_final_00004142
23989	A1	18008	7447	NChap1_final_00018008	hap1	A1	273048337	273051280	NChap1_final_00018008	R_salicifolius_00017769	NChap2_final_00004141
23991	A1	18010	7448	NChap1_final_00018010	hap1	A1	273060931	273067640	NChap1_final_00018010	R_salicifolius_00017767	NChap2_final_00004140
23992	A1	18011	7449	NChap1_final_00018011	hap1	A1	273068508	273072048	NChap1_final_00018011	R_salicifolius_00017766	NChap2_final_00004139
23993	A1	18012	7329	NChap1_final_00018012	hap1	A1	273088112	273094891	NChap1_final_00018012	R_salicifolius_00017765	NChap2_final_00004138
24000	A1	18015	7364	NChap1_final_00018015	hap1	A1	273334459	273337309	NChap1_final_00018015	R_salicifolius_00017763	NChap2_final_00004134
24001	A1	18016	7365	NChap1_final_00018016	hap1	A1	273339734	273342321	NChap1_final_00018016	R_salicifolius_00017762	NChap2_final_00004133
24002	A1	18017	17264	NChap1_final_00018017	hap1	A1	273343135	273344473	NChap1_final_00018017	R_salicifolius_00017761	
24004	A1	18019	7336	NChap1_final_00018019	hap1	A1	273383273	273385313	NChap1_final_00018019	R_salicifolius_00017760	NChap2_final_00004131
24006	A1	18021	7337	NChap1_final_00018021	hap1	A1	273388877	273391061	NChap1_final_00018021	R_salicifolius_00017759	NChap2_final_00004129
24007	A1	18022	7338	NChap1_final_00018022	hap1	A1	273390753	273393555	NChap1_final_00018022	R_salicifolius_00017758	NChap2_final_00004128
24013	A1	18026	7382	NChap1_final_00018026	hap1	A1	273590790	273593047	NChap1_final_00018026	R_salicifolius_00017755	NChap2_final_00004124
24018	A1	18030	7383	NChap1_final_00018030	hap1	A1	273646822	273652383	NChap1_final_00018030	R_salicifolius_00017751	NChap2_final_00004122
24019	A1	18031	7384	NChap1_final_00018031	hap1	A1	273658253	273661326	NChap1_final_00018031	R_salicifolius_00017750	NChap2_final_00004121
24020	A1	18032	7386	NChap1_final_00018032	hap1	A1	273663632	273665465	NChap1_final_00018032	R_salicifolius_00017749	NChap2_final_00004120
24021	A1	18033	7379	NChap1_final_00018033	hap1	A1	273714327	273721325	NChap1_final_00018033	R_salicifolius_00017748	NChap2_final_00004119
24023	A1	18035	7381	NChap1_final_00018035	hap1	A1	273725111	273727634	NChap1_final_00018035	R_salicifolius_00016703	NChap2_final_00004118
24024	A1	18036	7380	NChap1_final_00018036	hap1	A1	273749796	273751708	NChap1_final_00018036	R_salicifolius_00016702	NChap2_final_00004117
24025	A1	18037	7322	NChap1_final_00018037	hap1	A1	273797917	273801554	NChap1_final_00018037	R_salicifolius_00016701	NChap2_final_00004116
24031	A1	18040	18589	R_salicifolius_00016698	salicifolius	ScaOOZI_4_HRSCAF_5	46240427	46242541		R_salicifolius_00016698	NChap2_final_00004113
24033	A1	18041	7362	NChap1_final_00018041	hap1	A1	273894099	273897736	NChap1_final_00018041	R_salicifolius_00016697	NChap2_final_00004112
24034	A1	18043	7360	NChap1_final_00018043	hap1	A1	273954670	273957529	NChap1_final_00018043	R_salicifolius_00016696	NChap2_final_00004111
24035	A1	18044	7361	NChap1_final_00018044	hap1	A1	273964866	273966003	NChap1_final_00018044	R_salicifolius_00016695	NChap2_final_00004110
24036	A1	18045	7363	NChap1_final_00018045	hap1	A1	273966078	273968654	NChap1_final_00018045	R_salicifolius_00016694	NChap2_final_00004109
24039	A1	18047	7347	NChap1_final_00018047	hap1	A1	274069536	274073804	NChap1_final_00018047	R_salicifolius_00016693	NChap2_final_00004106
24041	A1	18048	7348	NChap1_final_00018048	hap1	A1	274076803	274079641	NChap1_final_00018048	R_salicifolius_00016691	NChap2_final_00004105
24043	A1	18049	7323	NChap1_final_00018049	hap1	A1	274142882	274145768	NChap1_final_00018049	R_salicifolius_00016689	NChap2_final_00004104
24049	A1	18056	7373	NChap1_final_00018056	hap1	A1	274272074	274276494	NChap1_final_00018056	R_salicifolius_00016688	NChap2_final_00004103
24054	A1	18063	7352	NChap1_final_00018063	hap1	A1	274663840	274669641	NChap1_final_00018063	R_salicifolius_00016687	NChap2_final_00004100
24055	A1	18064	7349	NChap1_final_00018064	hap1	A1	274671890	274673462	NChap1_final_00018064	R_salicifolius_00016686	NChap2_final_00004099
24056	A1	18065	7350	NChap1_final_00018065	hap1	A1	274679959	274681772	NChap1_final_00018065	R_salicifolius_00016685	NChap2_final_00004098
24057	A1	18066	7389	NChap1_final_00018066	hap1	A1	274682316	274683924	NChap1_final_00018066	R_salicifolius_00016684	NChap2_final_00004097
24058	A1	18067	7390	NChap1_final_00018067	hap1	A1	274684726	274691987	NChap1_final_00018067	R_salicifolius_00016683	NChap2_final_00004096
24061	A1	18069	17262	NChap1_final_00018069	hap1	A1	274852087	274856441	NChap1_final_00018069	R_salicifolius_00016681	
24062	A1	18070	7369	NChap1_final_00018070	hap1	A1	274860371	274863401	NChap1_final_00018070	R_salicifolius_00016680	NChap2_final_00004094
24063	A1	18071	7370	NChap1_final_00018071	hap1	A1	274894910	274898222	NChap1_final_00018071	R_salicifolius_00016679	NChap2_final_00004093
24065	A1	18072	7371	NChap1_final_00018072	hap1	A1	274909064	274910992	NChap1_final_00018072	R_salicifolius_00016678	NChap2_final_00004091
24067	A1	18073	7372	NChap1_final_00018073	hap1	A1	274981977	274983051	NChap1_final_00018073	R_salicifolius_00016676	NChap2_final_00004090
24068	A1	18073.6666666667	18590	R_salicifolius_00016674	salicifolius	ScaOOZI_4_HRSCAF_5	45880577	45888874		R_salicifolius_00016674	NChap2_final_00004089
24073	A1	18077	7400	NChap1_final_00018077	hap1	A1	275062914	275068241	NChap1_final_00018077	R_salicifolius_00016671	NChap2_final_00004087
24076	A1	18078	7401	NChap1_final_00018078	hap1	A1	275070523	275075086	NChap1_final_00018078	R_salicifolius_00016667	NChap2_final_00004086
24085	A1	18084	7419	NChap1_final_00018084	hap1	A1	275215454	275220111	NChap1_final_00018084	R_salicifolius_00016666	NChap2_final_00004078
24093	A1	18089	7418	NChap1_final_00018089	hap1	A1	275340022	275342252	NChap1_final_00018089	R_salicifolius_00016662	NChap2_final_00004074
24094	A1	18090	7423	NChap1_final_00018090	hap1	A1	275341561	275345883	NChap1_final_00018090	R_salicifolius_00016661	NChap2_final_00004073
24104	A1	18097	7376	NChap1_final_00018097	hap1	A1	275684464	275685324	NChap1_final_00018097	R_salicifolius_00016660	NChap2_final_00004065
24105	A1	18098	7374	NChap1_final_00018098	hap1	A1	275692918	275695786	NChap1_final_00018098	R_salicifolius_00016659	NChap2_final_00004064
24107	A1	18100	7377	NChap1_final_00018100	hap1	A1	275695988	275699933	NChap1_final_00018100	R_salicifolius_00016658	NChap2_final_00004063
24108	A1	18101	7378	NChap1_final_00018101	hap1	A1	275880943	275882969	NChap1_final_00018101	R_salicifolius_00016657	NChap2_final_00004062
24111	A1	18104	17268	NChap1_final_00018104	hap1	A1	275917233	275918529	NChap1_final_00018104	R_salicifolius_00016656	
24118	A1	18106	7410	NChap1_final_00018106	hap1	A1	276004003	276006572	NChap1_final_00018106	R_salicifolius_00016650	NChap2_final_00004058
24119	A1	18107	7411	NChap1_final_00018107	hap1	A1	276006804	276009827	NChap1_final_00018107	R_salicifolius_00016649	NChap2_final_00004057
24120	A1	18108	7413	NChap1_final_00018108	hap1	A1	276023688	276025932	NChap1_final_00018108	R_salicifolius_00016648	NChap2_final_00004056
24124	A1	18113	7396	NChap1_final_00018113	hap1	A1	276096318	276098332	NChap1_final_00018113	R_salicifolius_00016646	NChap2_final_00004053
24134	A1	18115	7393	NChap1_final_00018115	hap1	A1	276327134	276330254	NChap1_final_00018115	R_salicifolius_00016644	NChap2_final_00004045
24135	A1	18116	7394	NChap1_final_00018116	hap1	A1	276332931	276336839	NChap1_final_00018116	R_salicifolius_00016643	NChap2_final_00004044
24137	A1	18118	7415	NChap1_final_00018118	hap1	A1	276457393	276460719	NChap1_final_00018118	R_salicifolius_00016642	NChap2_final_00004041
24138	A1	18119	7417	NChap1_final_00018119	hap1	A1	276459291	276460446	NChap1_final_00018119	R_salicifolius_00016641	NChap2_final_00004042
24141	A1	18120	7416	NChap1_final_00018120	hap1	A1	276484143	276488655	NChap1_final_00018120	R_salicifolius_00016638	NChap2_final_00004040
24153	A1	18130	7402	NChap1_final_00018130	hap1	A1	276678415	276680060	NChap1_final_00018130	R_salicifolius_00016635	NChap2_final_00004032
24159	A1	18135	7473	NChap1_final_00018135	hap1	A1	276747429	276753626	NChap1_final_00018135	R_salicifolius_00016633	NChap2_final_00004029
24160	A1	18136	7462	NChap1_final_00018136	hap1	A1	276903127	276906195	NChap1_final_00018136	R_salicifolius_00016632	NChap2_final_00004028
24166	A1	18140	7463	NChap1_final_00018140	hap1	A1	276944182	276947999	NChap1_final_00018140	R_salicifolius_00016628	NChap2_final_00004025
24167	A1	18141	7465	NChap1_final_00018141	hap1	A1	276947717	276952897	NChap1_final_00018141	R_salicifolius_00016627	NChap2_final_00004024
24168	A1	18142	7455	NChap1_final_00018142	hap1	A1	277081812	277090267	NChap1_final_00018142	R_salicifolius_00016626	NChap2_final_00004022
24170	A1	18144	7456	NChap1_final_00018144	hap1	A1	277094411	277099389	NChap1_final_00018144	R_salicifolius_00016625	NChap2_final_00004021
24171	A1	18145	7453	NChap1_final_00018145	hap1	A1	277152825	277155765	NChap1_final_00018145	R_salicifolius_00016624	NChap2_final_00004020
24172	A1	18146	7454	NChap1_final_00018146	hap1	A1	277179564	277185505	NChap1_final_00018146	R_salicifolius_00016623	NChap2_final_00004019
24176	A1	18149	7427	NChap1_final_00018149	hap1	A1	277269725	277271893	NChap1_final_00018149	R_salicifolius_00016622	NChap2_final_00004017
24177	A1	18150	7428	NChap1_final_00018150	hap1	A1	277278733	277281620	NChap1_final_00018150	R_salicifolius_00016621	NChap2_final_00004016
24178	A1	18151	7450	NChap1_final_00018151	hap1	A1	277314601	277315653	NChap1_final_00018151	R_salicifolius_00016620	NChap2_final_00004015
24185	A1	18158	7452	NChap1_final_00018158	hap1	A1	277386546	277389101	NChap1_final_00018158	R_salicifolius_00016619	NChap2_final_00004012
24186	A1	18160	7424	NChap1_final_00018160	hap1	A1	277408817	277411892	NChap1_final_00018160	R_salicifolius_00016618	NChap2_final_00004011
24187	A1	18161	7425	NChap1_final_00018161	hap1	A1	277412612	277415153	NChap1_final_00018161	R_salicifolius_00016617	NChap2_final_00004010
24192	A1	18166	7397	NChap1_final_00018166	hap1	A1	277627131	277628948	NChap1_final_00018166	R_salicifolius_00016615	NChap2_final_00004007
24193	A1	18166.75	18588	R_salicifolius_00016612	salicifolius	ScaOOZI_4_HRSCAF_5	44836983	44840064		R_salicifolius_00016612	NChap2_final_00004006
24195	A1	18168	17271	NChap1_final_00018168	hap1	A1	277839659	277841906	NChap1_final_00018168	R_salicifolius_00016611	
24201	A1	18171	7441	NChap1_final_00018171	hap1	A1	277864436	277870534	NChap1_final_00018171	R_salicifolius_00016607	NChap2_final_00004002
24205	A1	18174	7429	NChap1_final_00018174	hap1	A1	277926078	277928230	NChap1_final_00018174	R_salicifolius_00016605	NChap2_final_00004000
24208	A1	18177	7444	NChap1_final_00018177	hap1	A1	278063593	278067900	NChap1_final_00018177	R_salicifolius_00016604	NChap2_final_00003997
24226	A1	18193	7475	NChap1_final_00018193	hap1	A1	278388114	278397405	NChap1_final_00018193	R_salicifolius_00016600	NChap2_final_00003988
24229	A1	18194	17273	NChap1_final_00018194	hap1	A1	278400513	278403997	NChap1_final_00018194	R_salicifolius_00016597	
24230	A1	18195	7476	NChap1_final_00018195	hap1	A1	278404135	278408966	NChap1_final_00018195	R_salicifolius_00016596	NChap2_final_00003987
24237	A1	18202	7471	NChap1_final_00018202	hap1	A1	278585121	278590044	NChap1_final_00018202	R_salicifolius_00016594	NChap2_final_00003985
24245	A1	18209	7458	NChap1_final_00018209	hap1	A1	278862272	278865652	NChap1_final_00018209	R_salicifolius_00016592	NChap2_final_00003982
24247	A1	18210	7459	NChap1_final_00018210	hap1	A1	278866615	278871523	NChap1_final_00018210	R_salicifolius_00016590	NChap2_final_00003981
24249	A1	18212	7477	NChap1_final_00018212	hap1	A1	279011750	279019608	NChap1_final_00018212	R_salicifolius_00016588	NChap2_final_00003980
24251	A1	18213	7479	NChap1_final_00018213	hap1	A1	279020629	279031293	NChap1_final_00018213	R_salicifolius_00016586	NChap2_final_00003979
24266	A1	18227	7497	NChap1_final_00018227	hap1	A1	279324108	279331907	NChap1_final_00018227	R_salicifolius_00016584	NChap2_final_00003968
24273	A1	18232	7513	NChap1_final_00018232	hap1	A1	279407843	279411173	NChap1_final_00018232	R_salicifolius_00016580	NChap2_final_00003965
24275	A1	18233	7514	NChap1_final_00018233	hap1	A1	279429988	279436761	NChap1_final_00018233	R_salicifolius_00016577	NChap2_final_00003964
24276	A1	18235	7516	NChap1_final_00018235	hap1	A1	279464915	279468846	NChap1_final_00018235	R_salicifolius_00016576	NChap2_final_00003962
24278	A1	18237	7499	NChap1_final_00018237	hap1	A1	279576289	279585400	NChap1_final_00018237	R_salicifolius_00016575	NChap2_final_00003961
24287	A1	18242	7627	NChap1_final_00018242	hap1	A1	279871404	279880726	NChap1_final_00018242	R_salicifolius_00016574	NChap2_final_00003954
24292	A1	18245	7628	NChap1_final_00018245	hap1	A1	279901176	279905222	NChap1_final_00018245	R_salicifolius_00016572	NChap2_final_00003950
24296	A1	18248	17280	NChap1_final_00018248	hap1	A1	279949555	279951043	NChap1_final_00018248	R_salicifolius_00017716	
24297	A1	18250	7630	NChap1_final_00018250	hap1	A1	279963746	279966415	NChap1_final_00018250	R_salicifolius_00017747	NChap2_final_00003948
24300	A1	18252	17274	NChap1_final_00018252	hap1	A1	280026967	280029670	NChap1_final_00018252	R_salicifolius_00017745	
24302	A1	18253	7486	NChap1_final_00018253	hap1	A1	280036013	280039532	NChap1_final_00018253	R_salicifolius_00017744	NChap2_final_00003945
24313	A1	18258	7460	NChap1_final_00018258	hap1	A1	280879395	280883386	NChap1_final_00018258	R_salicifolius_00017740	NChap2_final_00003937
24318	A1	18261	7550	NChap1_final_00018261	hap1	A1	280970793	280973468	NChap1_final_00018261	R_salicifolius_00017737	NChap2_final_00003933
24320	A1	18262	7551	NChap1_final_00018262	hap1	A1	280975534	280978998	NChap1_final_00018262	R_salicifolius_00017735	NChap2_final_00003932
24324	A1	18264	7490	NChap1_final_00018264	hap1	A1	280985077	280988243	NChap1_final_00018264	R_salicifolius_00017731	NChap2_final_00003930
24326	A1	18266	7491	NChap1_final_00018266	hap1	A1	281082830	281083645	NChap1_final_00018266	R_salicifolius_00017729	NChap2_final_00003928
24327	A1	18267	7494	NChap1_final_00018267	hap1	A1	281083967	281087707	NChap1_final_00018267	R_salicifolius_00017728	NChap2_final_00003927
24331	A1	18271	7564	NChap1_final_00018271	hap1	A1	281163807	281166910	NChap1_final_00018271	R_salicifolius_00017725	NChap2_final_00003925
24332	A1	18272	7566	NChap1_final_00018272	hap1	A1	281166756	281168608	NChap1_final_00018272	R_salicifolius_00017724	NChap2_final_00003924
24334	A1	18274	7567	NChap1_final_00018274	hap1	A1	281171796	281173038	NChap1_final_00018274	R_salicifolius_00017723	NChap2_final_00003923
24335	A1	18275	7568	NChap1_final_00018275	hap1	A1	281174466	281184054	NChap1_final_00018275	R_salicifolius_00017722	NChap2_final_00003922
24336	A1	18276	7569	NChap1_final_00018276	hap1	A1	281185308	281186678	NChap1_final_00018276	R_salicifolius_00017721	NChap2_final_00003921
24337	A1	18277	7507	NChap1_final_00018277	hap1	A1	281189230	281191012	NChap1_final_00018277	R_salicifolius_00017720	NChap2_final_00003920
24339	A1	18279	7503	NChap1_final_00018279	hap1	A1	281227526	281231530	NChap1_final_00018279	R_salicifolius_00017718	NChap2_final_00003918
24350	A1	18287	7495	NChap1_final_00018287	hap1	A1	281470463	281476149	NChap1_final_00018287	R_salicifolius_00017715	NChap2_final_00003911
24353	A1	18290	18586	R_salicifolius_00017714	salicifolius	ScaOOZI_4_HRSCAF_5	56184802	56186350		R_salicifolius_00017714	NChap2_final_00003909
24358	A1	18293	7485	NChap1_final_00018293	hap1	A1	281639800	281641526	NChap1_final_00018293	R_salicifolius_00017713	NChap2_final_00003907
24361	A1	18295	7484	NChap1_final_00018295	hap1	A1	281643698	281645549	NChap1_final_00018295	R_salicifolius_00017710	NChap2_final_00003905
24364	A1	18296	7529	NChap1_final_00018296	hap1	A1	281706298	281737232	NChap1_final_00018296	R_salicifolius_00017708	NChap2_final_00003903
24366	A1	18298	7530	NChap1_final_00018298	hap1	A1	281739169	281740528	NChap1_final_00018298	R_salicifolius_00017707	NChap2_final_00003902
24372	A1	18300	7531	NChap1_final_00018300	hap1	A1	281759708	281761031	NChap1_final_00018300	R_salicifolius_00017702	NChap2_final_00003900
24376	A1	18303	7611	NChap1_final_00018303	hap1	A1	281778908	281784768	NChap1_final_00018303	R_salicifolius_00017699	NChap2_final_00003898
24378	A1	18305	7532	NChap1_final_00018305	hap1	A1	281786429	281788807	NChap1_final_00018305	R_salicifolius_00017698	NChap2_final_00003897
24381	A1	18308	7612	NChap1_final_00018308	hap1	A1	281873373	281877625	NChap1_final_00018308	R_salicifolius_00017696	NChap2_final_00003895
24382	A1	18310	7481	NChap1_final_00018310	hap1	A1	281955946	281959002	NChap1_final_00018310	R_salicifolius_00017695	NChap2_final_00003893
24383	A1	18311	7482	NChap1_final_00018311	hap1	A1	281959713	281969609	NChap1_final_00018311	R_salicifolius_00017694	NChap2_final_00003892
24391	A1	18320	7517	NChap1_final_00018320	hap1	A1	282126660	282130974	NChap1_final_00018320	R_salicifolius_00017692	NChap2_final_00003873
24401	A1	18328	7510	NChap1_final_00018328	hap1	A1	282225766	282228016	NChap1_final_00018328	R_salicifolius_00017691	NChap2_final_00003878
24402	A1	18329	7511	NChap1_final_00018329	hap1	A1	282268538	282269943	NChap1_final_00018329	R_salicifolius_00017690	NChap2_final_00003879
24403	A1	18330	7509	NChap1_final_00018330	hap1	A1	282283554	282286442	NChap1_final_00018330	R_salicifolius_00017689	NChap2_final_00003880
24404	A1	18331	7512	NChap1_final_00018331	hap1	A1	282284255	282289218	NChap1_final_00018331	R_salicifolius_00017688	NChap2_final_00003881
24405	A1	18332	7583	NChap1_final_00018332	hap1	A1	282303659	282306708	NChap1_final_00018332	R_salicifolius_00017687	NChap2_final_00003882
24406	A1	18333	7584	NChap1_final_00018333	hap1	A1	282307111	282308833	NChap1_final_00018333	R_salicifolius_00017686	NChap2_final_00003883
24409	A1	18336	7585	NChap1_final_00018336	hap1	A1	282313968	282318010	NChap1_final_00018336	R_salicifolius_00017685	NChap2_final_00003884
24410	A1	18337	7581	NChap1_final_00018337	hap1	A1	282355490	282357449	NChap1_final_00018337	R_salicifolius_00017684	NChap2_final_00003885
24411	A1	18338	7582	NChap1_final_00018338	hap1	A1	282368654	282372500	NChap1_final_00018338	R_salicifolius_00017683	NChap2_final_00003886
24414	A1	18341	7521	NChap1_final_00018341	hap1	A1	282407007	282410004	NChap1_final_00018341	R_salicifolius_00017682	NChap2_final_00003888
24418	A1	18346	7541	NChap1_final_00018346	hap1	A1	282606753	282609247	NChap1_final_00018346	R_salicifolius_00017681	NChap2_final_00003868
24419	A1	18347	7542	NChap1_final_00018347	hap1	A1	282623397	282625437	NChap1_final_00018347	R_salicifolius_00017680	NChap2_final_00003867
24420	A1	18348	7543	NChap1_final_00018348	hap1	A1	282627166	282629032	NChap1_final_00018348	R_salicifolius_00017679	NChap2_final_00003866
24427	A1	18354	7560	NChap1_final_00018354	hap1	A1	282687680	282690697	NChap1_final_00018354	R_salicifolius_00017678	NChap2_final_00003862
24428	A1	18355	7556	NChap1_final_00018355	hap1	A1	282711675	282713189	NChap1_final_00018355	R_salicifolius_00017677	NChap2_final_00003861
24429	A1	18357	7557	NChap1_final_00018357	hap1	A1	282720761	282724691	NChap1_final_00018357	R_salicifolius_00017676	NChap2_final_00003858
24430	A1	18358	7558	NChap1_final_00018358	hap1	A1	282727607	282729552	NChap1_final_00018358	R_salicifolius_00017675	NChap2_final_00003857
24436	A1	18361	7523	NChap1_final_00018361	hap1	A1	282840281	282842951	NChap1_final_00018361	R_salicifolius_00017673	NChap2_final_00003852
24437	A1	18362	7524	NChap1_final_00018362	hap1	A1	282849576	282853164	NChap1_final_00018362	R_salicifolius_00017672	NChap2_final_00003851
24438	A1	18363	7525	NChap1_final_00018363	hap1	A1	282870280	282871862	NChap1_final_00018363	R_salicifolius_00017671	NChap2_final_00003850
24444	A1	18368	7588	NChap1_final_00018368	hap1	A1	282950617	282952917	NChap1_final_00018368	R_salicifolius_00017669	NChap2_final_00003848
24451	A1	18373	7535	NChap1_final_00018373	hap1	A1	283118094	283124412	NChap1_final_00018373	R_salicifolius_00017666	NChap2_final_00003845
24453	A1	18374	7534	NChap1_final_00018374	hap1	A1	283124622	283126458	NChap1_final_00018374	R_salicifolius_00017664	NChap2_final_00003844
24461	A1	18377	7533	NChap1_final_00018377	hap1	A1	283222281	283223862	NChap1_final_00018377	R_salicifolius_00017658	NChap2_final_00003840
24466	A1	18382	7553	NChap1_final_00018382	hap1	A1	283386751	283390184	NChap1_final_00018382	R_salicifolius_00017654	NChap2_final_00005450
24468	A1	18383	17278	NChap1_final_00018383	hap1	A1	283420811	283421924	NChap1_final_00018383	R_salicifolius_00017652	
24469	A1	18384	7554	NChap1_final_00018384	hap1	A1	283422130	283423900	NChap1_final_00018384	R_salicifolius_00017651	NChap2_final_00005452
24475	A1	18389	7527	NChap1_final_00018389	hap1	A1	283749318	283751167	NChap1_final_00018389	R_salicifolius_00017649	NChap2_final_00005457
24478	A1	18391	7547	NChap1_final_00018391	hap1	A1	283859303	283861572	NChap1_final_00018391	R_salicifolius_00017647	NChap2_final_00005460
24480	A1	18393	7576	NChap1_final_00018393	hap1	A1	283902089	283906311	NChap1_final_00018393	R_salicifolius_00017646	NChap2_final_00005461
24482	A1	18395	7579	NChap1_final_00018395	hap1	A1	283912872	283914446	NChap1_final_00018395	R_salicifolius_00017644	NChap2_final_00005463
24483	A1	18396	7575	NChap1_final_00018396	hap1	A1	283914553	283915797	NChap1_final_00018396	R_salicifolius_00017643	NChap2_final_00005464
24484	A1	18397	7580	NChap1_final_00018397	hap1	A1	283916665	283918676	NChap1_final_00018397	R_salicifolius_00017642	NChap2_final_00005465
24486	A1	18398	7572	NChap1_final_00018398	hap1	A1	284105408	284107062	NChap1_final_00018398	R_salicifolius_00017641	NChap2_final_00005467
24491	A1	18403	7540	NChap1_final_00018403	hap1	A1	284378686	284384123	NChap1_final_00018403	R_salicifolius_00008781	NChap2_final_00005472
24501	A1	18410	7570	NChap1_final_00018410	hap1	A1	284988509	284992320	NChap1_final_00018410	R_salicifolius_00008780	NChap2_final_00005479
24509	A1	18413	7562	NChap1_final_00018413	hap1	A1	285533488	285535269	NChap1_final_00018413	R_salicifolius_00008779	NChap2_final_00005485
24524	A1	18423	7563	NChap1_final_00018423	hap1	A1	286397016	286399705	NChap1_final_00018423	R_salicifolius_00008777	NChap2_final_00005492
24534	A1	18429	7597	NChap1_final_00018429	hap1	A1	286725257	286728177	NChap1_final_00018429	R_salicifolius_00008774	NChap2_final_00005498
24537	A1	18431	7591	NChap1_final_00018431	hap1	A1	286967626	286972840	NChap1_final_00018431	R_salicifolius_00008773	NChap2_final_00005501
24538	A1	18432	7605	NChap1_final_00018432	hap1	A1	286998158	287009057	NChap1_final_00018432	R_salicifolius_00008772	NChap2_final_00005502
24542	A1	18436	7747	NChap1_final_00018436	hap1	A1	287258037	287290117	NChap1_final_00018436	R_salicifolius_00008769	NChap2_final_00005507
24683	A1	18565	7683	NChap1_final_00018565	hap1	A1	294935950	294941662	NChap1_final_00018565	R_salicifolius_00009475	NChap2_final_00005593
24690	A1	18570	7664	NChap1_final_00018570	hap1	A1	295182983	295185224	NChap1_final_00018570	R_salicifolius_00009472	NChap2_final_00005596
24708	A1	18582	7687	NChap1_final_00018582	hap1	A1	296053428	296059240	NChap1_final_00018582	R_salicifolius_00009466	NChap2_final_00005601
24710	A1	18583	17283	NChap1_final_00018583	hap1	A1	296061416	296063610	NChap1_final_00018583	R_salicifolius_00009464	
24726	A1	18598	7688	NChap1_final_00018598	hap1	A1	296261689	296263785	NChap1_final_00018598	R_salicifolius_00009462	NChap2_final_00005607
24727	A1	18599	7663	NChap1_final_00018599	hap1	A1	296423585	296425318	NChap1_final_00018599	R_salicifolius_00009463	NChap2_final_00005608
24734	A1	18606	7681	NChap1_final_00018606	hap1	A1	296743030	296744715	NChap1_final_00018606	R_salicifolius_00009460	NChap2_final_00005611
24744	A1	18610	7662	NChap1_final_00018610	hap1	A1	296878744	296879451	NChap1_final_00018610	R_salicifolius_00009417	NChap2_final_00005613
24768	A1	18620	7666	NChap1_final_00018620	hap1	A1	297299318	297299955	NChap1_final_00018620	R_salicifolius_00009418	NChap2_final_00005619
24782	A1	18624	7684	NChap1_final_00018624	hap1	A1	297413590	297415704	NChap1_final_00018624	R_salicifolius_00009419	NChap2_final_00005624
