query_id subject_id per_identity e-value bit_score
NChap1_final_00029865 NChap2_final_00024011-RA 89.024 2.22e-19 97.1
NChap1_final_00029865 NChap2_final_00003876-RA 89.744 2.22e-19 97.1
NChap1_final_00029865 NChap2_final_00021274-RA 87.805 1.03e-17 91.6
NChap1_final_00029882 NChap2_final_00008814-RA 99.155 0.0 640
NChap1_final_00029883 NChap2_final_00008814-RA 99.205 0.0 1133
NChap1_final_00029883 NChap2_final_00008814-RA 99.454 0.0 665
NChap1_final_00029883 NChap2_final_00008814-RA 100.000 6.61e-31 135
NChap1_final_00029883 NChap2_final_00023547-RA 94.410 8.13e-65 248
NChap1_final_00029883 NChap2_final_00007050-RA 97.037 1.06e-58 228
NChap1_final_00029883 NChap2_final_00008453-RA 92.424 1.80e-46 187
NChap1_final_00029883 NChap2_final_00004657-RA 87.097 5.18e-22 106
NChap1_final_00029883 NChap2_final_00010473-RA 96.296 5.22e-17 89.8
NChap1_final_00029896 NChap2_final_00008828-RA 96.596 0.0 1155
NChap1_final_00029896 NChap2_final_00008828-RA 99.202 0.0 904
NChap1_final_00029896 NChap2_final_00008828-RA 85.514 3.97e-54 213
NChap1_final_00029896 NChap2_final_00028944-RA 72.287 2.44e-36 154
NChap1_final_00029911 NChap2_final_00008840-RA 93.490 0.0 800
NChap1_final_00029911 NChap2_final_00008840-RA 98.810 2.27e-170 599
NChap1_final_00029911 NChap2_final_00008840-RA 98.305 2.17e-21 104
NChap1_final_00029911 NChap2_final_00028970-RA 99.634 2.37e-140 499
NChap1_final_00029911 NChap2_final_00026382-RA 98.901 5.14e-137 488
NChap1_final_00029968 NChap2_final_00008885-RA 99.213 0.0 1604
NChap1_final_00029994 NChap2_final_00008912-RA 99.254 0.0 1452
NChap1_final_00030024 NChap2_final_00008936-RA 98.874 0.0 789
NChap1_final_00030024 NChap2_final_00008936-RA 100.000 7.85e-38 158
NChap1_final_00030024 NChap2_final_00004597-RA 87.712 3.99e-155 547
NChap1_final_00030108 NChap2_final_00009019-RA 98.385 0.0 1303
NChap1_final_00030113 NChap2_final_00009022-RA 99.688 1.49e-166 586
NChap1_final_00030113 NChap2_final_00013580-RA 94.118 4.34e-137 488
NChap1_final_00030113 NChap2_final_00018953-RA 87.500 7.68e-95 348
NChap1_final_00030156 NChap2_final_00009072-RA 97.051 0.0 1314
NChap1_final_00030191 NChap2_final_00009108-RA 97.737 0.0 833
NChap1_final_00030191 NChap2_final_00009108-RA 98.936 3.75e-91 337
NChap1_final_00030191 NChap2_final_00009108-RA 99.320 4.98e-70 267
NChap1_final_00030210 NChap2_final_00009126-RA 99.185 0.0 1327
NChap1_final_00030210 NChap2_final_00009126-RA 98.485 2.09e-25 117
NChap1_final_00030210 NChap2_final_00022646-RA 92.941 4.49e-27 122
NChap1_final_00030210 NChap2_final_00010765-RA 93.671 5.81e-26 119
NChap1_final_00030218 NChap2_final_00009133-RA 97.661 0.0 881
NChap1_final_00030218 NChap2_final_00009133-RA 97.101 3.86e-25 117
NChap1_final_00030218 NChap2_final_00009132-RA 100.000 1.77e-33 145
NChap1_final_00030238 NChap2_final_00009150-RA 96.583 0.0 726
NChap1_final_00030482 NChap2_final_00008407-RA 99.225 9.62e-131 466
NChap1_final_00030482 NChap2_final_00008407-RA 86.047 4.87e-69 261
NChap1_final_00030482 NChap2_final_00008407-RA 80.224 2.35e-42 172
NChap1_final_00030482 NChap2_final_00008407-RA 81.461 1.11e-30 134
NChap1_final_00030482 NChap2_final_00008407-RA 100.000 1.44e-24 113
NChap1_final_00030602 NChap2_final_00008295-RA 99.862 0.0 2660
NChap1_final_00030608 NChap2_final_00008288-RA 99.738 0.0 2095
NChap1_final_00030629 NChap2_final_00008267-RA 99.788 0.0 1731
NChap1_final_00030648 NChap2_final_00008257-RA 99.687 0.0 2335
NChap1_final_00030648 NChap2_final_00008820-RA 86.807 0.0 1266
NChap1_final_00030672 NChap2_final_00008238-RA 99.902 0.0 1873
NChap1_final_00030672 NChap2_final_00009070-RA 81.612 7.52e-111 401
NChap1_final_00030691 NChap2_final_00008229-RA 99.741 0.0 708
NChap1_final_00030691 NChap2_final_00007086-RA 85.915 1.60e-103 375
NChap1_final_00030738 NChap2_final_00029018-RA 100.000 0.0 713
NChap1_final_00030738 NChap2_final_00029018-RA 99.107 3.51e-50 200
NChap1_final_00030738 NChap2_final_00029018-RA 100.000 3.53e-45 183
NChap1_final_00030758 NChap2_final_00029003-RA 100.000 0.0 1118
NChap1_final_00030830 NChap2_final_00028950-RA 100.000 0.0 2182
NChap1_final_00030830 NChap2_final_00028950-RA 100.000 2.73e-16 87.9
NChap1_final_00030830 NChap2_final_00009454-RA 83.582 0.0 815
NChap1_final_00030830 NChap2_final_00003311-RA 92.715 8.46e-121 435
NChap1_final_00030830 NChap2_final_00027511-RA 93.939 3.36e-50 200
NChap1_final_00030830 NChap2_final_00027511-RA 94.175 7.38e-37 156
NChap1_final_00030830 NChap2_final_00013285-RA 94.175 7.38e-37 156
NChap1_final_00030848 NChap2_final_00028936-RA 100.000 7.49e-41 167
NChap1_final_00030865 NChap2_final_00028927-RA 98.808 0.0 1188
NChap1_final_00030883 NChap2_final_00028917-RA 99.883 0.0 1570
NChap1_final_00030883 NChap2_final_00028917-RA 100.000 2.78e-11 71.3
NChap1_final_00030884 NChap2_final_00028917-RA 99.891 0.0 1687
NChap1_final_00030916 NChap2_final_00028892-RA 100.000 0.0 1279
NChap1_final_00030916 NChap2_final_00028892-RA 100.000 2.42e-14 80.5
NChap1_final_00030916 NChap2_final_00015263-RA 85.935 0.0 688
NChap1_final_00030916 NChap2_final_00022791-RA 84.718 0.0 660
NChap1_final_00030916 NChap2_final_00028214-RA 84.709 7.84e-89 327
NChap1_final_00030945 NChap2_final_00028868-RA 100.000 1.61e-06 54.7
NChap1_final_00031004 NChap2_final_00028828-RA 100.000 0.0 667
NChap1_final_00031004 NChap2_final_00028828-RA 99.194 3.67e-124 446
NChap1_final_00031004 NChap2_final_00028828-RA 100.000 3.88e-84 313
NChap1_final_00031004 NChap2_final_00028828-RA 100.000 1.09e-79 298
NChap1_final_00031014 NChap2_final_00028819-RA 97.898 0.0 981
NChap1_final_00031039 NChap2_final_00028803-RA 98.579 0.0 1731
NChap1_final_00031039 NChap2_final_00028803-RA 99.618 0.0 1435
NChap1_final_00031099 NChap2_final_00028758-RA 99.520 0.0 1138
NChap1_final_00031099 NChap2_final_00028758-RA 97.465 1.22e-172 606
NChap1_final_00031099 NChap2_final_00028758-RA 98.054 2.82e-124 446
NChap1_final_00031108 NChap2_final_00028754-RA 98.256 3.31e-81 302
NChap1_final_00031108 NChap2_final_00028754-RA 91.176 4.40e-60 231
NChap1_final_00031142 NChap2_final_00028730-RA 97.959 1.29e-41 171
NChap1_final_00031142 NChap2_final_00028730-RA 100.000 2.83e-28 126
NChap1_final_00031223 NChap2_final_00028674-RA 100.000 0.0 1500
NChap1_final_00031223 NChap2_final_00028674-RA 98.000 2.09e-16 87.9
NChap1_final_00031269 NChap2_final_00028635-RA 99.881 0.0 1548
NChap1_final_00031269 NChap2_final_00028635-RA 82.681 0.0 747
NChap1_final_00031269 NChap2_final_00028635-RA 100.000 1.17e-27 124
NChap1_final_00031319 NChap2_final_00028592-RA 97.868 0.0 1687
NChap1_final_00031341 NChap2_final_00028578-RA 94.253 0.0 787
NChap1_final_00031343 NChap2_final_00028577-RA 89.046 1.41e-96 351
NChap1_final_00031388 NChap2_final_00028540-RA 100.000 0.0 1823
NChap1_final_00031388 NChap2_final_00009088-RA 83.850 0.0 881
NChap1_final_00031388 NChap2_final_00018570-RA 78.221 3.60e-157 555
NChap1_final_00031389 NChap2_final_00028540-RA 100.000 0.0 804
NChap1_final_00031411 NChap2_final_00027119-RA 93.855 2.84e-70 267
NChap1_final_00031412 NChap2_final_00027119-RA 94.558 4.71e-125 449
NChap1_final_00031412 NChap2_final_00024428-RA 97.753 4.13e-36 154
NChap1_final_00031476 NChap2_final_00028478-RA 99.567 0.0 843
NChap1_final_00031476 NChap2_final_00025908-RA 87.500 1.23e-54 213
NChap1_final_00031641 NChap2_final_00028345-RA 99.842 0.0 1158
NChap1_final_00031805 NChap2_final_00028199-RA 99.206 1.08e-58 228
NChap1_final_00031854 NChap2_final_00028166-RA 99.864 0.0 2697
NChap1_final_00031854 NChap2_final_00021932-RA 76.512 3.06e-125 449
NChap1_final_00031861 NChap2_final_00028160-RA 99.388 0.0 2660
NChap1_final_00031995 NChap2_final_00000539-RA 74.541 9.65e-90 331
NChap1_final_00032011 NChap2_final_00027586-RA 97.115 5.62e-96 351
NChap1_final_00032011 NChap2_final_00027586-RA 94.828 2.81e-44 180
NChap1_final_00032023 NChap2_final_00027594-RA 99.385 0.0 1768
NChap1_final_00032025 NChap2_final_00027597-RA 99.785 0.0 856
NChap1_final_00032100 NChap2_final_00027649-RA 100.000 1.46e-145 516
NChap1_final_00032100 NChap2_final_00027649-RA 100.000 6.27e-20 99.0
NChap1_final_00032100 NChap2_final_00027646-RA 99.156 7.05e-119 427
NChap1_final_00032100 NChap2_final_00027650-RA 91.787 3.47e-77 289
NChap1_final_00032100 NChap2_final_00027650-RA 90.476 1.70e-40 167
NChap1_final_00032100 NChap2_final_00027647-RA 97.826 2.84e-38 159
NChap1_final_00032100 NChap2_final_00027647-RA 100.000 1.02e-37 158
NChap1_final_00032100 NChap2_final_00017304-RA 82.022 3.80e-12 73.1
NChap1_final_00032123 NChap2_final_00027663-RA 99.548 4.78e-112 403
NChap1_final_00032191 NChap2_final_00027710-RA 98.117 0.0 920
NChap1_final_00032191 NChap2_final_00027710-RA 100.000 1.07e-167 590
NChap1_final_00032235 NChap2_final_00027745-RA 99.297 0.0 3341
NChap1_final_00032235 NChap2_final_00027744-RA 100.000 1.93e-58 228
NChap1_final_00032255 NChap2_final_00027757-RA 99.523 0.0 1526
NChap1_final_00032255 NChap2_final_00020316-RA 93.765 6.80e-179 627
NChap1_final_00032255 NChap2_final_00014811-RA 96.949 2.00e-139 496
NChap1_final_00032255 NChap2_final_00027773-RA 95.076 1.60e-115 416
NChap1_final_00032306 NChap2_final_00027789-RA 99.643 1.33e-144 512
NChap1_final_00032343 NChap2_final_00027829-RA 100.000 0.0 1810
NChap1_final_00032343 NChap2_final_00027829-RA 99.807 0.0 953
NChap1_final_00032367 NChap2_final_00027848-RA 99.189 0.0 1554
NChap1_final_00032383 NChap2_final_00027857-RA 99.781 0.0 835
NChap1_final_00032383 NChap2_final_00027856-RA 100.000 9.58e-36 150
NChap1_final_00032394 NChap2_final_00027865-RA 100.000 0.0 3070
NChap1_final_00032394 NChap2_final_00001539-RA 81.241 1.04e-149 531
NChap1_final_00032394 NChap2_final_00001539-RA 81.883 2.29e-131 470
NChap1_final_00032426 NChap2_final_00027891-RA 98.796 0.0 2798
NChap1_final_00032426 NChap2_final_00027891-RA 84.324 0.0 721
NChap1_final_00032426 NChap2_final_00027893-RA 99.213 0.0 1604
NChap1_final_00032426 NChap2_final_00027893-RA 98.462 0.0 913
NChap1_final_00032567 NChap2_final_00028015-RA 99.194 2.17e-58 224
NChap1_final_00032658 NChap2_final_00028085-RA 96.203 1.06e-29 130
NChap1_final_00032658 NChap2_final_00028085-RA 100.000 5.05e-13 75.0
NChap1_final_00032659 NChap2_final_00028086-RA 98.546 0.0 1580
NChap1_final_00032674 NChap2_final_00028093-RA 99.070 0.0 771
NChap1_final_00032769 NChap2_final_00027438-RA 99.719 0.0 1303
NChap1_final_00032769 NChap2_final_00027438-RA 100.000 1.27e-36 154
NChap1_final_00032896 NChap2_final_00027334-RA 100.000 0.0 867
NChap1_final_00032896 NChap2_final_00027334-RA 100.000 1.01e-28 128
NChap1_final_00032896 NChap2_final_00027334-RA 100.000 6.28e-06 52.8
NChap1_final_00032911 NChap2_final_00027324-RA 100.000 0.0 747
NChap1_final_00033044 NChap2_final_00027209-RA 100.000 0.0 859
NChap1_final_00033044 NChap2_final_00003491-RA 96.020 3.99e-89 327
NChap1_final_00033044 NChap2_final_00013834-RA 95.980 5.17e-88 324
NChap1_final_00033116 NChap2_final_00025093-RA 80.703 0.0 1079
NChap1_final_00033135 NChap2_final_00027142-RA 100.000 0.0 1040
NChap1_final_00033177 NChap2_final_00027112-RA 100.000 0.0 1061
NChap1_final_00033177 NChap2_final_00011186-RA 86.928 1.04e-145 516
NChap1_final_00033177 NChap2_final_00002819-RA 84.749 4.94e-129 460
NChap1_final_00033180 NChap2_final_00027109-RA 100.000 0.0 5478
NChap1_final_00033288 NChap2_final_00027020-RA 100.000 0.0 2420
NChap1_final_00033329 NChap2_final_00026998-RA 100.000 0.0 1426
NChap1_final_00033648 NChap2_final_00026766-RA 100.000 0.0 2538
NChap1_final_00033944 NChap2_final_00026380-RA 99.841 0.0 2318
NChap1_final_00033944 NChap2_final_00025239-RA 77.907 7.95e-165 580
NChap1_final_00033944 NChap2_final_00006169-RA 74.176 1.86e-106 387
NChap1_final_00034085 NChap2_final_00026494-RA 98.976 0.0 1048
NChap1_final_00034085 NChap2_final_00026494-RA 99.476 5.62e-95 348
NChap1_final_00034144 NChap2_final_00026295-RA 96.898 0.0 2307
NChap1_final_00034144 NChap2_final_00026292-RA 100.000 3.35e-169 595
NChap1_final_00034144 NChap2_final_00026292-RA 98.261 8.53e-51 202
NChap1_final_00034144 NChap2_final_00000913-RA 80.147 1.15e-19 99.0
NChap1_final_00034265 NChap2_final_00026207-RA 98.238 0.0 1288
NChap1_final_00034794 NChap2_final_00025779-RA 99.558 0.0 824
NChap1_final_00034871 NChap2_final_00025725-RA 100.000 0.0 1075
NChap1_final_00034871 NChap2_final_00025725-RA 97.034 2.52e-107 390
NChap1_final_00034871 NChap2_final_00025726-RA 99.588 1.91e-123 444
NChap1_final_00034877 NChap2_final_00025717-RA 97.024 3.13e-76 283
NChap1_final_00034877 NChap2_final_00025714-RA 95.833 6.77e-73 272
NChap1_final_00034877 NChap2_final_00025723-RA 99.286 2.45e-67 254
NChap1_final_00034877 NChap2_final_00025716-RA 96.454 3.19e-61 233
NChap1_final_00034934 NChap2_final_00025679-RA 99.799 0.0 2739
NChap1_final_00034974 NChap2_final_00025654-RA 99.524 0.0 765
NChap1_final_00034974 NChap2_final_00025654-RA 98.754 3.69e-162 571
NChap1_final_00034974 NChap2_final_00025654-RA 97.917 2.37e-114 412
NChap1_final_00034974 NChap2_final_00003721-RA 84.184 6.67e-105 381
NChap1_final_00034974 NChap2_final_00003721-RA 78.983 2.59e-49 196
NChap1_final_00034974 NChap2_final_00025653-RA 99.187 4.28e-57 222
