"","pgID","interpChr","interpOrd","og","repGene","genome","chr","start","end","hap1","salicifolius","hap2"
"681",13437,"X",9823,18240,"NChap1_final_00009823","hap1","X",452534137,452536193,"NChap1_final_00009823","R_salicifolius_00008401",""
"682",13519,"X",9895,18235,"NChap1_final_00009895","hap1","X",453891362,453893553,"NChap1_final_00009895","R_salicifolius_00007814",""
"683",13565,"X",9938,16886,"NChap1_final_00009938","hap1","X",454711861,454714681,"NChap1_final_00009938","R_salicifolius_00007829",""
"684",13568,"X",9940,16887,"NChap1_final_00009940","hap1","X",454743769,454746764,"NChap1_final_00009940","R_salicifolius_00007832",""
"685",13606,"X",9973,18239,"NChap1_final_00009973","hap1","X",455408137,455411521,"NChap1_final_00009973","R_salicifolius_00007848",""
"686",13608,"X",9974,18238,"NChap1_final_00009974","hap1","X",455411659,455412981,"NChap1_final_00009974","R_salicifolius_00007849",""
"687",13697,"X",10055,16885,"NChap1_final_00010055","hap1","X",456808238,456809499,"NChap1_final_00010055","R_salicifolius_00007971",""
"688",13724,"X",10078,16888,"NChap1_final_00010078","hap1","X",457526851,457527759,"NChap1_final_00010078","R_salicifolius_00007987",""
"689",13812,"X",10160,16890,"NChap1_final_00010160","hap1","X",459337845,459341792,"NChap1_final_00010160","R_salicifolius_00007947",""
"690",13852,"X",10193,16889,"NChap1_final_00010193","hap1","X",459942692,459943933,"NChap1_final_00010193","R_salicifolius_00007931",""
"691",13867,"X",10207,16891,"NChap1_final_00010207","hap1","X",460088229,460091259,"NChap1_final_00010207","R_salicifolius_00007926",""
"692",13869,"X",10208,16892,"NChap1_final_00010208","hap1","X",460094686,460105196,"NChap1_final_00010208","R_salicifolius_00007925",""
"693",13887,"X",10225,16893,"NChap1_final_00010225","hap1","X",460623698,460626080,"NChap1_final_00010225","R_salicifolius_00007919",""
"694",13930,"X",10261,16899,"NChap1_final_00010261","hap1","X",461282370,461285016,"NChap1_final_00010261","R_salicifolius_00007897",""
"695",13937,"X",10264,16895,"NChap1_final_00010264","hap1","X",461356556,461361310,"NChap1_final_00010264","R_salicifolius_00007892",""
"696",13990,"X",10307,16894,"NChap1_final_00010307","hap1","X",462651610,462652785,"NChap1_final_00010307","R_salicifolius_00007875",""
"697",14003,"X",10317,16896,"NChap1_final_00010317","hap1","X",462785864,462787148,"NChap1_final_00010317","R_salicifolius_00007870",""
"698",14024,"X",10338,16897,"NChap1_final_00010338","hap1","X",463039449,463040507,"NChap1_final_00010338","R_salicifolius_00008026",""
"699",14063,"X",10372,16910,"NChap1_final_00010372","hap1","X",463662085,463664814,"NChap1_final_00010372","R_salicifolius_00007500",""
"700",14076,"X",10385,16900,"NChap1_final_00010385","hap1","X",463849065,463850760,"NChap1_final_00010385","R_salicifolius_00007523",""
"701",14097,"X",10402,16898,"NChap1_final_00010402","hap1","X",464078214,464081300,"NChap1_final_00010402","R_salicifolius_00007533",""
"702",14107,"X",10409,16906,"NChap1_final_00010409","hap1","X",464185207,464190841,"NChap1_final_00010409","R_salicifolius_00007539",""
"703",14120,"X",10417,16907,"NChap1_final_00010417","hap1","X",464277033,464279498,"NChap1_final_00010417","R_salicifolius_00007547",""
"704",14163,"X",10458,16901,"NChap1_final_00010458","hap1","X",464892720,464895278,"NChap1_final_00010458","R_salicifolius_00007573",""
"705",14175,"X",10471,16903,"NChap1_final_00010471","hap1","X",465073363,465074286,"NChap1_final_00010471","R_salicifolius_00007590",""
"706",14227,"X",10518,16909,"NChap1_final_00010518","hap1","X",466065716,466066136,"NChap1_final_00010518","R_salicifolius_00007609",""
"707",14240,"X",10529,16902,"NChap1_final_00010529","hap1","X",466172181,466175371,"NChap1_final_00010529","R_salicifolius_00007615",""
"708",14282,"X",10567,16911,"NChap1_final_00010567","hap1","X",466730750,466739508,"NChap1_final_00010567","R_salicifolius_00007641",""
"709",14284,"X",10568,16912,"NChap1_final_00010568","hap1","X",466739886,466743556,"NChap1_final_00010568","R_salicifolius_00007642",""
"710",14311,"X",10588,16905,"NChap1_final_00010588","hap1","X",467029035,467030388,"NChap1_final_00010588","R_salicifolius_00007659",""
"711",14599,"X",10816,16915,"NChap1_final_00010816","hap1","X",470755595,470758034,"NChap1_final_00010816","R_salicifolius_00006985",""
"712",14606,"X",10819,16914,"NChap1_final_00010819","hap1","X",470852588,470859756,"NChap1_final_00010819","R_salicifolius_00006987",""
"713",14705,"X",10900,16922,"NChap1_final_00010900","hap1","X",472147019,472150283,"NChap1_final_00010900","R_salicifolius_00007056",""
"714",14707,"X",10902,16923,"NChap1_final_00010902","hap1","X",472168382,472170596,"NChap1_final_00010902","R_salicifolius_00007058",""
"715",14818,"X",10971,16918,"NChap1_final_00010971","hap1","X",473699669,473701096,"NChap1_final_00010971","R_salicifolius_00008103",""
"716",14832,"X",10989,16921,"NChap1_final_00010989","hap1","X",473921375,473924012,"NChap1_final_00010989","R_salicifolius_00008096",""
"717",14841,"X",10996,16919,"NChap1_final_00010996","hap1","X",474090648,474092016,"NChap1_final_00010996","R_salicifolius_00008092",""
"718",14849,"X",11002,16920,"NChap1_final_00011002","hap1","X",474117950,474119898,"NChap1_final_00011002","R_salicifolius_00008085",""
"719",14857,"X",11009,16932,"NChap1_final_00011009","hap1","X",474195115,474201176,"NChap1_final_00011009","R_salicifolius_00008081",""
"720",14904,"X",11047,16916,"NChap1_final_00011047","hap1","X",474911297,474912063,"NChap1_final_00011047","R_salicifolius_00008055",""
"721",14905,"X",11048,16917,"NChap1_final_00011048","hap1","X",474912195,474914709,"NChap1_final_00011048","R_salicifolius_00008054",""
"722",14973,"X",11095,16924,"NChap1_final_00011095","hap1","X",475900054,475903258,"NChap1_final_00011095","R_salicifolius_00007668",""
"723",15026,"X",11137,16928,"NChap1_final_00011137","hap1","X",476689788,476691668,"NChap1_final_00011137","R_salicifolius_00008230",""
"724",15060,"X",11162,16927,"NChap1_final_00011162","hap1","X",477014665,477017744,"NChap1_final_00011162","R_salicifolius_00008209",""
"725",15063,"X",11165,16926,"NChap1_final_00011165","hap1","X",477081574,477083594,"NChap1_final_00011165","R_salicifolius_00008207",""
"726",15072,"X",11172,16929,"NChap1_final_00011172","hap1","X",477229656,477234492,"NChap1_final_00011172","R_salicifolius_00008197",""
"727",15139,"X",11224,16930,"NChap1_final_00011224","hap1","X",477852490,477855158,"NChap1_final_00011224","R_salicifolius_00008158",""
"728",15162,"X",11245,16925,"NChap1_final_00011245","hap1","X",478137239,478139181,"NChap1_final_00011245","R_salicifolius_00007322",""
"729",15223,"X",11291,16933,"NChap1_final_00011291","hap1","X",478730944,478733437,"NChap1_final_00011291","R_salicifolius_00007347",""
"730",15246,"X",11311,16935,"NChap1_final_00011311","hap1","X",478965709,478966334,"NChap1_final_00011311","R_salicifolius_00008439",""
"731",15332,"X",11374,16934,"NChap1_final_00011374","hap1","X",479720544,479723803,"NChap1_final_00011374","R_salicifolius_00007692",""
"732",15361,"X",11395,16931,"NChap1_final_00011395","hap1","X",480004992,480006097,"NChap1_final_00011395","R_salicifolius_00007707",""
"733",15374,"X",11406,16936,"NChap1_final_00011406","hap1","X",480212400,480215951,"NChap1_final_00011406","R_salicifolius_00007716",""
"734",15384,"X",11415,16937,"NChap1_final_00011415","hap1","X",480286774,480289194,"NChap1_final_00011415","R_salicifolius_00007723",""
"735",15461,"X",11468,16941,"NChap1_final_00011468","hap1","X",480938715,480940699,"NChap1_final_00011468","R_salicifolius_00007760",""
"736",15463,"X",11470,16942,"NChap1_final_00011470","hap1","X",480951926,480953436,"NChap1_final_00011470","R_salicifolius_00007762",""
"737",15465,"X",11472,16943,"NChap1_final_00011472","hap1","X",480961255,480961806,"NChap1_final_00011472","R_salicifolius_00007764",""
"738",15481,"X",11486,16938,"NChap1_final_00011486","hap1","X",481123999,481126717,"NChap1_final_00011486","R_salicifolius_00007781",""
"739",15483,"X",11488,16939,"NChap1_final_00011488","hap1","X",481136947,481139080,"NChap1_final_00011488","R_salicifolius_00007783",""
"740",15493,"X",11494,16945,"NChap1_final_00011494","hap1","X",481217854,481219398,"NChap1_final_00011494","R_salicifolius_00007791",""
"741",15527,"X",11527,16944,"NChap1_final_00011527","hap1","X",481594630,481594994,"NChap1_final_00011527","R_salicifolius_00007364",""
"742",15566,"X",11559,16940,"NChap1_final_00011559","hap1","X",481924717,481927718,"NChap1_final_00011559","R_salicifolius_00007382",""
"743",15595,"X",11584,16946,"NChap1_final_00011584","hap1","X",482145072,482148068,"NChap1_final_00011584","R_salicifolius_00007393",""
"744",15599,"X",11588,16947,"NChap1_final_00011588","hap1","X",482172766,482174899,"NChap1_final_00011588","R_salicifolius_00007397",""
"745",15611,"X",11596,16948,"NChap1_final_00011596","hap1","X",482299493,482300992,"NChap1_final_00011596","R_salicifolius_00007405",""
"746",15645,"X",11618,16949,"NChap1_final_00011618","hap1","X",482538157,482539831,"NChap1_final_00011618","R_salicifolius_00007429",""
"747",15647,"X",11620,16950,"NChap1_final_00011620","hap1","X",482551818,482556616,"NChap1_final_00011620","R_salicifolius_00007431",""
"748",15648,"X",11621,16951,"NChap1_final_00011621","hap1","X",482556917,482559717,"NChap1_final_00011621","R_salicifolius_00007432",""
"749",15649,"X",11622,16952,"NChap1_final_00011622","hap1","X",482559867,482561108,"NChap1_final_00011622","R_salicifolius_00007433",""
"750",15699,"A1",11658,17109,"NChap1_final_00011658","hap1","A1",674053,675688,"NChap1_final_00011658","R_salicifolius_00013203",""
"751",15712,"A1",11669,17110,"NChap1_final_00011669","hap1","A1",868577,870742,"NChap1_final_00011669","R_salicifolius_00013215",""
"752",15717,"A1",11671,17111,"NChap1_final_00011671","hap1","A1",881162,881681,"NChap1_final_00011671","R_salicifolius_00013208",""
"753",15723,"A1",11674,17112,"NChap1_final_00011674","hap1","A1",892403,894018,"NChap1_final_00011674","R_salicifolius_00013228",""
"754",15725,"A1",11675,17113,"NChap1_final_00011675","hap1","A1",896767,900803,"NChap1_final_00011675","R_salicifolius_00013230",""
"755",15729,"A1",11679,17114,"NChap1_final_00011679","hap1","A1",954499,958798,"NChap1_final_00011679","R_salicifolius_00013233",""
"756",15747,"A1",11693,17115,"NChap1_final_00011693","hap1","A1",1032224,1032671,"NChap1_final_00011693","R_salicifolius_00013245",""
"757",15766,"A1",11707,17116,"NChap1_final_00011707","hap1","A1",1111142,1113221,"NChap1_final_00011707","R_salicifolius_00013261",""
"758",15778,"A1",11720,17117,"NChap1_final_00011720","hap1","A1",1224844,1227468,"NChap1_final_00011720","R_salicifolius_00013263",""
"759",15806,"A1",11739,17118,"NChap1_final_00011739","hap1","A1",1449027,1449648,"NChap1_final_00011739","R_salicifolius_00013306",""
"760",15810,"A1",11741,17119,"NChap1_final_00011741","hap1","A1",1476359,1476992,"NChap1_final_00011741","R_salicifolius_00013303",""
"761",15894,"A1",11804,17123,"NChap1_final_00011804","hap1","A1",2375886,2377341,"NChap1_final_00011804","R_salicifolius_00013332",""
"762",16028,"A1",11919,17124,"NChap1_final_00011919","hap1","A1",3615505,3615919,"NChap1_final_00011919","R_salicifolius_00004283",""
"763",16030,"A1",11920,17125,"NChap1_final_00011920","hap1","A1",3631696,3632182,"NChap1_final_00011920","R_salicifolius_00004284",""
"764",16087,"A1",11959,17127,"NChap1_final_00011959","hap1","A1",4190548,4194482,"NChap1_final_00011959","R_salicifolius_00004320",""
"765",16088,"A1",11960,17126,"NChap1_final_00011960","hap1","A1",4235117,4239583,"NChap1_final_00011960","R_salicifolius_00004322",""
"766",16105,"A1",11977,17128,"NChap1_final_00011977","hap1","A1",4470883,4473310,"NChap1_final_00011977","R_salicifolius_00004333",""
"767",16218,"A1",12075,17130,"NChap1_final_00012075","hap1","A1",6076915,6080779,"NChap1_final_00012075","R_salicifolius_00004377",""
"768",16380,"A1",12208,17131,"NChap1_final_00012208","hap1","A1",8201504,8202231,"NChap1_final_00012208","R_salicifolius_00004266",""
"769",16486,"A1",12286,17132,"NChap1_final_00012286","hap1","A1",9319084,9321291,"NChap1_final_00012286","R_salicifolius_00004201",""
"770",16610,"A1",12385,17133,"NChap1_final_00012385","hap1","A1",11019732,11021547,"NChap1_final_00012385","R_salicifolius_00004136",""
"771",16698,"A1",12454,17134,"NChap1_final_00012454","hap1","A1",12277204,12280870,"NChap1_final_00012454","R_salicifolius_00004087",""
"772",16729,"A1",12475,17135,"NChap1_final_00012475","hap1","A1",12574566,12577358,"NChap1_final_00012475","R_salicifolius_00004071",""
"773",16735,"A1",12477,17136,"NChap1_final_00012477","hap1","A1",12588309,12591965,"NChap1_final_00012477","R_salicifolius_00004064",""
"774",16742,"A1",12481,17137,"NChap1_final_00012481","hap1","A1",12649491,12655396,"NChap1_final_00012481","R_salicifolius_00004057",""
"775",16825,"A1",12552,17138,"NChap1_final_00012552","hap1","A1",14164766,14168774,"NChap1_final_00012552","R_salicifolius_00004007",""
"776",16830,"A1",12555,17139,"NChap1_final_00012555","hap1","A1",14202896,14204131,"NChap1_final_00012555","R_salicifolius_00004010",""
"777",16879,"A1",12600,17140,"NChap1_final_00012600","hap1","A1",15015990,15017943,"NChap1_final_00012600","R_salicifolius_00004034",""
"778",16911,"A1",12623,17141,"NChap1_final_00012623","hap1","A1",15515754,15528614,"NChap1_final_00012623","R_salicifolius_00004049",""
"779",17140,"A1",12806,17143,"NChap1_final_00012806","hap1","A1",19179419,19179958,"NChap1_final_00012806","R_salicifolius_00003860",""
"780",17198,"A1",12866,17144,"NChap1_final_00012866","hap1","A1",21092723,21093323,"NChap1_final_00012866","R_salicifolius_00003110",""
"781",17259,"A1",12910,17145,"NChap1_final_00012910","hap1","A1",22008798,22011005,"NChap1_final_00012910","R_salicifolius_00003082",""
"782",17376,"A1",13013,17147,"NChap1_final_00013013","hap1","A1",24833823,24836373,"NChap1_final_00013013","R_salicifolius_00003038",""
"783",17418,"A1",13041,17148,"NChap1_final_00013041","hap1","A1",26301319,26304685,"NChap1_final_00013041","R_salicifolius_00003022",""
"784",17429,"A1",13049,17149,"NChap1_final_00013049","hap1","A1",26466373,26467044,"NChap1_final_00013049","R_salicifolius_00003019",""
"785",17448,"A1",13065,17150,"NChap1_final_00013065","hap1","A1",27273546,27274803,"NChap1_final_00013065","R_salicifolius_00003015",""
"786",17598,"A1",13190,17151,"NChap1_final_00013190","hap1","A1",32470896,32472541,"NChap1_final_00013190","R_salicifolius_00002966",""
"787",17658,"A1",13236,17152,"NChap1_final_00013236","hap1","A1",35225527,35227050,"NChap1_final_00013236","R_salicifolius_00003517",""
"788",17765,"A1",13324,17154,"NChap1_final_00013324","hap1","A1",39873401,39876038,"NChap1_final_00013324","R_salicifolius_00003557",""
"789",17815,"A1",13365,17155,"NChap1_final_00013365","hap1","A1",41904812,41993587,"NChap1_final_00013365","R_salicifolius_00003582",""
"790",17880,"A1",13422,17156,"NChap1_final_00013422","hap1","A1",45527466,45528590,"NChap1_final_00013422","R_salicifolius_00003602",""
"791",17905,"A1",13439,17157,"NChap1_final_00013439","hap1","A1",46393067,46394722,"NChap1_final_00013439","R_salicifolius_00003617",""
"792",17962,"A1",13485,17160,"NChap1_final_00013485","hap1","A1",49614271,49616887,"NChap1_final_00013485","R_salicifolius_00003644",""
"793",17967,"A1",13489,17161,"NChap1_final_00013489","hap1","A1",49778684,49781386,"NChap1_final_00013489","R_salicifolius_00003647",""
"794",18002,"A1",13523,17162,"NChap1_final_00013523","hap1","A1",52024003,52029135,"NChap1_final_00013523","R_salicifolius_00003661",""
"795",18004,"A1",13524,17163,"NChap1_final_00013524","hap1","A1",52029559,52038007,"NChap1_final_00013524","R_salicifolius_00003662",""
"796",18049,"A1",13557,17164,"NChap1_final_00013557","hap1","A1",55645420,55649233,"NChap1_final_00013557","R_salicifolius_00003670",""
"797",18143,"A1",13628,17166,"NChap1_final_00013628","hap1","A1",59572339,59576833,"NChap1_final_00013628","R_salicifolius_00020496",""
"798",18344,"A1",13795,17167,"NChap1_final_00013795","hap1","A1",73626377,73629292,"NChap1_final_00013795","R_salicifolius_00020558",""
"799",18435,"A1",13852,17168,"NChap1_final_00013852","hap1","A1",77588155,77707820,"NChap1_final_00013852","R_salicifolius_00020586",""
"800",18441,"A1",13858,17169,"NChap1_final_00013858","hap1","A1",77848023,77850154,"NChap1_final_00013858","R_salicifolius_00020590",""
"801",18455,"A1",13867,17170,"NChap1_final_00013867","hap1","A1",78321072,78323147,"NChap1_final_00013867","R_salicifolius_00020595",""
"802",18486,"A1",13888,17171,"NChap1_final_00013888","hap1","A1",80085179,80102358,"NChap1_final_00013888","R_salicifolius_00020606",""
"803",18519,"A1",13908,17172,"NChap1_final_00013908","hap1","A1",82224491,82225939,"NChap1_final_00013908","R_salicifolius_00020618",""
"804",18826,"A1",14105,17174,"NChap1_final_00014105","hap1","A1",95351276,95353341,"NChap1_final_00014105","R_salicifolius_00021051",""
"805",18951,"A1",14166,17176,"NChap1_final_00014166","hap1","A1",99890220,99891732,"NChap1_final_00014166","R_salicifolius_00020939",""
"806",18956,"A1",14169,17175,"NChap1_final_00014169","hap1","A1",100079356,100080449,"NChap1_final_00014169","R_salicifolius_00020947",""
"807",19672,"A1",14668,17177,"NChap1_final_00014668","hap1","A1",143445248,143447823,"NChap1_final_00014668","R_salicifolius_00003737",""
"808",19813,"A1",14754,17178,"NChap1_final_00014754","hap1","A1",150484447,150487702,"NChap1_final_00014754","R_salicifolius_00003771",""
"809",19922,"A1",14839,17180,"NChap1_final_00014839","hap1","A1",158048808,158049745,"NChap1_final_00014839","R_salicifolius_00003819",""
"810",20122,"A1",14990,17190,"NChap1_final_00014990","hap1","A1",173111929,173115454,"NChap1_final_00014990","R_salicifolius_00020714",""
"811",20133,"A1",14999,17183,"NChap1_final_00014999","hap1","A1",173284872,173286680,"NChap1_final_00014999","R_salicifolius_00020710",""
"812",20166,"A1",15026,17184,"NChap1_final_00015026","hap1","A1",174772592,174774598,"NChap1_final_00015026","R_salicifolius_00020703",""
"813",20167,"A1",15027,17185,"NChap1_final_00015027","hap1","A1",174774729,174775485,"NChap1_final_00015027","R_salicifolius_00020702",""
"814",20177,"A1",15038,17186,"NChap1_final_00015038","hap1","A1",175365990,175376697,"NChap1_final_00015038","R_salicifolius_00020696",""
"815",20270,"A1",15111,17187,"NChap1_final_00015111","hap1","A1",179000089,179002021,"NChap1_final_00015111","R_salicifolius_00020740",""
"816",20288,"A1",15119,17191,"NChap1_final_00015119","hap1","A1",179728194,179729394,"NChap1_final_00015119","R_salicifolius_00020754",""
"817",20330,"A1",15144,17189,"NChap1_final_00015144","hap1","A1",180811060,180812672,"NChap1_final_00015144","R_salicifolius_00020773",""
"818",20331,"A1",15145,17188,"NChap1_final_00015145","hap1","A1",180813494,180814677,"NChap1_final_00015145","R_salicifolius_00020774",""
"819",20366,"A1",15173,17194,"NChap1_final_00015173","hap1","A1",181805674,181810495,"NChap1_final_00015173","R_salicifolius_00020792",""
"820",20398,"A1",15195,17193,"NChap1_final_00015195","hap1","A1",182934410,182939308,"NChap1_final_00015195","R_salicifolius_00020813",""
"821",20419,"A1",15208,17192,"NChap1_final_00015208","hap1","A1",183890117,183897907,"NChap1_final_00015208","R_salicifolius_00020480",""
"822",20615,"A1",15350,17196,"NChap1_final_00015350","hap1","A1",191547495,191548249,"NChap1_final_00015350","R_salicifolius_00020423",""
"823",20625,"A1",15361,17195,"NChap1_final_00015361","hap1","A1",192073322,192073760,"NChap1_final_00015361","R_salicifolius_00020418",""
"824",20713,"A1",15432,17197,"NChap1_final_00015432","hap1","A1",194968397,194969818,"NChap1_final_00015432","R_salicifolius_00020380",""
"825",20721,"A1",15436,17198,"NChap1_final_00015436","hap1","A1",195053122,195054624,"NChap1_final_00015436","R_salicifolius_00020376",""
"826",20904,"A1",15588,17200,"NChap1_final_00015588","hap1","A1",200171716,200174752,"NChap1_final_00015588","R_salicifolius_00020310",""
"827",20972,"A1",15642,17199,"NChap1_final_00015642","hap1","A1",201721453,201725003,"NChap1_final_00015642","R_salicifolius_00020274",""
"828",21179,"A1",15806,17204,"NChap1_final_00015806","hap1","A1",206419689,206420232,"NChap1_final_00015806","R_salicifolius_00020153",""
"829",21208,"A1",15830,17202,"NChap1_final_00015830","hap1","A1",207053371,207054754,"NChap1_final_00015830","R_salicifolius_00020142",""
"830",21210,"A1",15832,17203,"NChap1_final_00015832","hap1","A1",207256065,207258117,"NChap1_final_00015832","R_salicifolius_00020137",""
"831",21213,"A1",15834,17206,"NChap1_final_00015834","hap1","A1",207286084,207294228,"NChap1_final_00015834","R_salicifolius_00020139",""
"832",21215,"A1",15835,17207,"NChap1_final_00015835","hap1","A1",207330772,207340101,"NChap1_final_00015835","R_salicifolius_00020135",""
"833",21222,"A1",15845,17205,"NChap1_final_00015845","hap1","A1",207507132,207510772,"NChap1_final_00015845","R_salicifolius_00020134",""
"834",21405,"A1",16010,17216,"NChap1_final_00016010","hap1","A1",216647717,216651121,"NChap1_final_00016010","R_salicifolius_00020074",""
"835",21411,"A1",16015,17217,"NChap1_final_00016015","hap1","A1",216671378,216675066,"NChap1_final_00016015","R_salicifolius_00020069",""
"836",21421,"A1",16023,17210,"NChap1_final_00016023","hap1","A1",216733470,216736237,"NChap1_final_00016023","R_salicifolius_00020062",""
"837",21470,"A1",16060,17209,"NChap1_final_00016060","hap1","A1",217391490,217392414,"NChap1_final_00016060","R_salicifolius_00017124",""
"838",21474,"A1",16061,17208,"NChap1_final_00016061","hap1","A1",217392420,217398921,"NChap1_final_00016061","R_salicifolius_00020030",""
"839",21518,"A1",16100,17211,"NChap1_final_00016100","hap1","A1",218567222,218569144,"NChap1_final_00016100","R_salicifolius_00017098",""
"840",21584,"A1",16162,17213,"NChap1_final_00016162","hap1","A1",219541625,219542924,"NChap1_final_00016162","R_salicifolius_00017051",""
"841",21586,"A1",16164,17212,"NChap1_final_00016164","hap1","A1",219566167,219569191,"NChap1_final_00016164","R_salicifolius_00017050",""
"842",21689,"A1",16256,17215,"NChap1_final_00016256","hap1","A1",220804986,220807037,"NChap1_final_00016256","R_salicifolius_00016986",""
"843",21874,"A1",16408,17219,"NChap1_final_00016408","hap1","A1",224283609,224285615,"NChap1_final_00016408","R_salicifolius_00017382",""
"844",21885,"A1",16418,17218,"NChap1_final_00016418","hap1","A1",224511958,224515561,"NChap1_final_00016418","R_salicifolius_00017385",""
"845",21894,"A1",16427,17224,"NChap1_final_00016427","hap1","A1",224595004,224601943,"NChap1_final_00016427","R_salicifolius_00017388",""
"846",21899,"A1",16429,17225,"NChap1_final_00016429","hap1","A1",224604485,224609036,"NChap1_final_00016429","R_salicifolius_00017392",""
"847",21922,"A1",16447,17221,"NChap1_final_00016447","hap1","A1",224853941,224856102,"NChap1_final_00016447","R_salicifolius_00017406",""
"848",22031,"A1",16533,17222,"NChap1_final_00016533","hap1","A1",227690904,227691288,"NChap1_final_00016533","R_salicifolius_00017448",""
"849",22066,"A1",16565,17223,"NChap1_final_00016565","hap1","A1",228360322,228363012,"NChap1_final_00016565","R_salicifolius_00017463",""
"850",22117,"A1",16612,17226,"NChap1_final_00016612","hap1","A1",229592448,229593503,"NChap1_final_00016612","R_salicifolius_00016406",""
"851",22190,"A1",16674,17228,"NChap1_final_00016674","hap1","A1",231201437,231204824,"NChap1_final_00016674","R_salicifolius_00016225",""
"852",22288,"A1",16750,17229,"NChap1_final_00016750","hap1","A1",233330122,233333016,"NChap1_final_00016750","R_salicifolius_00016176",""
"853",22290,"A1",16751,17230,"NChap1_final_00016751","hap1","A1",233333879,233337202,"NChap1_final_00016751","R_salicifolius_00016172",""
"854",22329,"A1",16787,17231,"NChap1_final_00016787","hap1","A1",234276642,234278016,"NChap1_final_00016787","R_salicifolius_00016182",""
"855",22351,"A1",16802,17232,"NChap1_final_00016802","hap1","A1",234850805,234854807,"NChap1_final_00016802","R_salicifolius_00016196",""
"856",22403,"A1",16841,17234,"NChap1_final_00016841","hap1","A1",235745894,235746920,"NChap1_final_00016841","R_salicifolius_00015989|R_salicifolius_00016110",""
"857",22441,"A1",16874,17233,"NChap1_final_00016874","hap1","A1",237084749,237088264,"NChap1_final_00016874","R_salicifolius_00016115",""
"858",22462,"A1",16888,17235,"NChap1_final_00016888","hap1","A1",237587096,237590129,"NChap1_final_00016888","R_salicifolius_00016249",""
"859",22751,"A1",17074,17240,"NChap1_final_00017074","hap1","A1",242670443,242672855,"NChap1_final_00017074","R_salicifolius_00016520",""
"860",22779,"A1",17097,17237,"NChap1_final_00017097","hap1","A1",243099609,243101717,"NChap1_final_00017097","R_salicifolius_00016528",""
"861",22780,"A1",17099,17238,"NChap1_final_00017099","hap1","A1",243181687,243185245,"NChap1_final_00017099","R_salicifolius_00016527",""
"862",22873,"A1",17169,17243,"NChap1_final_00017169","hap1","A1",245454381,245457831,"NChap1_final_00017169","R_salicifolius_00016570",""
"863",22932,"A1",17205,17241,"NChap1_final_00017205","hap1","A1",248270248,248270821,"NChap1_final_00017205","R_salicifolius_00008870",""
"864",23015,"A1",17259,17244,"NChap1_final_00017259","hap1","A1",250666792,250667825,"NChap1_final_00017259","R_salicifolius_00008830",""
"865",23042,"A1",17277,17245,"NChap1_final_00017277","hap1","A1",251369556,251372795,"NChap1_final_00017277","R_salicifolius_00008819",""
"866",23066,"A1",17296,17246,"NChap1_final_00017296","hap1","A1",252142674,252143123,"NChap1_final_00017296","R_salicifolius_00008805",""
"867",23104,"A1",17330,17250,"NChap1_final_00017330","hap1","A1",253430984,253432449,"NChap1_final_00017330","R_salicifolius_00016709",""
"868",23139,"A1",17359,17251,"NChap1_final_00017359","hap1","A1",253699526,253705751,"NChap1_final_00017359","R_salicifolius_00016725",""
"869",23186,"A1",17388,17248,"NChap1_final_00017388","hap1","A1",254355126,254357316,"NChap1_final_00017388","R_salicifolius_00016750",""
"870",23207,"A1",17400,17249,"NChap1_final_00017400","hap1","A1",254678737,254679702,"NChap1_final_00017400","R_salicifolius_00016763",""
"871",23236,"A1",17422,17247,"NChap1_final_00017422","hap1","A1",254961366,254963930,"NChap1_final_00017422","R_salicifolius_00016779",""
"872",23476,"A1",17625,17254,"NChap1_final_00017625","hap1","A1",259485158,259492762,"NChap1_final_00017625","R_salicifolius_00017355",""
"873",23490,"A1",17637,17252,"NChap1_final_00017637","hap1","A1",259954564,259955480,"NChap1_final_00017637","R_salicifolius_00017349",""
"874",23508,"A1",17649,17256,"NChap1_final_00017649","hap1","A1",260451646,260454326,"NChap1_final_00017649","R_salicifolius_00017338",""
"875",23564,"A1",17688,17253,"NChap1_final_00017688","hap1","A1",261798458,261799876,"NChap1_final_00017688","R_salicifolius_00017310",""
"876",23599,"A1",17705,17255,"NChap1_final_00017705","hap1","A1",262464241,262467587,"NChap1_final_00017705","R_salicifolius_00017278",""
"877",23672,"A1",17758,17257,"NChap1_final_00017758","hap1","A1",264816362,264819745,"NChap1_final_00017758","R_salicifolius_00017236",""
"878",23839,"A1",17894,17259,"NChap1_final_00017894","hap1","A1",269698336,269717990,"NChap1_final_00017894","R_salicifolius_00017184",""
"879",23861,"A1",17908,17260,"NChap1_final_00017908","hap1","A1",270104045,270106895,"NChap1_final_00017908","R_salicifolius_00017176",""
"880",23884,"A1",17925,17263,"NChap1_final_00017925","hap1","A1",270717656,270719847,"NChap1_final_00017925","R_salicifolius_00017161",""
"881",23969,"A1",17995,17261,"NChap1_final_00017995","hap1","A1",272778182,272778914,"NChap1_final_00017995","R_salicifolius_00017120",""
"882",24002,"A1",18017,17264,"NChap1_final_00018017","hap1","A1",273343135,273344473,"NChap1_final_00018017","R_salicifolius_00017761",""
"883",24017,"A1",18029,17265,"NChap1_final_00018029","hap1","A1",273644295,273645760,"NChap1_final_00018029","R_salicifolius_00017752",""
"884",24061,"A1",18069,17262,"NChap1_final_00018069","hap1","A1",274852087,274856441,"NChap1_final_00018069","R_salicifolius_00016681",""
